material_id,formula,A,formation_energy_eV_atom,hull_eV_atom,band_gap_eV_audit_only,nsites_audit_only,source,Sn_fraction,O_fraction,A_fraction,entropy,mean_Z,std_Z,A_weighted_Z,mean_atomic_mass,std_atomic_mass,A_weighted_atomic_mass,mean_X,std_X,A_weighted_X,mean_atomic_radius,std_atomic_radius,A_weighted_atomic_radius,mean_row,std_row,A_weighted_row,mean_group,std_group,A_weighted_group,mean_mendeleev_no,std_mendeleev_no,A_weighted_mendeleev_no,mean_electron_affinity,std_electron_affinity,A_weighted_electron_affinity,mean_ionization_energy,std_ionization_energy,A_weighted_ionization_energy,struct_volume_per_atom,struct_density,struct_axis_ratio_mid,struct_axis_ratio_long,struct_angle_deviation
mp-1101402,Sn2N2O,N,-0.464262596,0.187618365,0.6767,40,Materials_Project,0.4,0.2,0.4,1.054920168,24.4,20.90550167,2.8,56.28656,50.97371893,5.60268,2.688,0.612091496,1.216,0.96,0.400499688,0.26,3.2,1.469693846,0.8,14.8,0.748331477,6,93.4,8.499411744,40,0.709050676,0.648735245,-0.028,11.4748302,3.389422201,5.813652,14.28078604,6.54488006,1,1,60.5655288
mp-1101413,Sn4P2O9,P,-2.131770352,0.079215644,2.0093,30,Materials_Project,0.266666667,0.6,0.133333333,0.927617334,20.13333333,18.15807136,2,45.38547493,44.49210525,4.129834933,2.878666667,0.690901505,0.292,0.88,0.368239053,0.133333333,2.933333333,1.289271974,0.4,15.33333333,0.869226987,2,94.73333333,7.953755228,12,1.272767722,0.255113827,0.099547881,11.52743593,2.726533853,1.3982248,17.48046988,4.311346016,1.282209634,1.309631873,15.08391919
mp-1101467,SnP4O11,P,-2.443044485,0.012525243,4.1253,64,Materials_Project,0.0625,0.6875,0.25,0.777462132,12.375,10.16658128,3.75,26.162403,24.74091669,7.7434405,3.035,0.602909612,0.5475,0.753125,0.248412931,0.25,2.4375,0.788095013,0.75,15.625,0.59947894,3.75,97.125,5.956876279,22.5,1.260671838,0.30832892,0.186652278,12.44307919,1.879121999,2.6216715,16.35398893,2.656458461,1.333377175,3.894572246,5.825100908
mp-1101484,Sn2P3O10,P,-2.296665241,0.14358168,0,30,Materials_Project,0.133333333,0.666666667,0.2,0.860851391,15,14,3,32.68901907,34.24760672,6.1947524,2.992666667,0.635960865,0.438,0.793333333,0.301588388,0.2,2.6,1.019803903,0.6,15.53333333,0.718021974,3,96.4,6.8,18,1.271673168,0.287158195,0.149321822,12.1552296,2.251638416,2.0973372,17.46373834,3.108234455,1,1.322621017,15.34881295
mp-1101518,Sn(PO3)3,P,-2.473218927,0.009647673,2.413409267,26,Materials_Project,0.076923077,0.692307692,0.230769231,0.790267968,12.84615385,11.11372093,3.461538462,27.35583738,27.09750087,7.147791231,3.037692308,0.605984943,0.505384615,0.757692308,0.260063716,0.230769231,2.461538462,0.842650089,0.692307692,15.61538462,0.624926031,3.461538462,97.07692308,6.120099779,20.76923077,1.269378026,0.30070026,0.17229441,12.41280546,1.959141623,2.420004462,16.18401005,2.806809717,1.000000021,1.524802999,10.00018345
mp-1101720,SnPbO3,Pb,-1.801487067,0.076258079,1.3569,40,Materials_Project,0.2,0.6,0.2,0.950270539,31.2,30.16222803,16.4,74.78164,77.24037558,41.44,2.922,0.645117044,0.466,1.01,0.514198405,0.36,3.4,1.743559577,1.2,15.2,0.979795897,2.8,93.6,9.068627239,16.4,1.170426067,0.428723142,0.07134424,11.12295258,3.055950516,1.48333598,14.12353016,8.792266046,1.402274817,2.024680135,0
mp-1101728,Sn2(SO4)3,S,-1.797001708,0.04273895,1.4069,136,Materials_Project,0.117647059,0.705882353,0.176470588,0.803742107,14.35294118,13.35902945,2.823529412,30.91810588,32.62044908,5.658529412,3.114117647,0.531048451,0.455294118,0.770588235,0.290060249,0.176470588,2.529411765,0.977249866,0.529411765,15.76470588,0.644379479,2.823529412,97.64705882,5.960074777,16.58823529,1.528753466,0.27698147,0.366547811,12.30497212,2.186361316,1.828237059,14.87804495,3.450770773,1.014632039,3.006400722,0
mp-1103830,Zn2SnO4,Zn,-1.810101155,0.11647634,0.436152276,14,Materials_Project,0.142857143,0.571428571,0.285714286,0.955699891,20.28571429,15.47084157,8.571428571,44.78937143,37.09071373,18.68828571,2.717142857,0.840148189,0.471428571,0.935714286,0.388875931,0.385714286,3,1.195228609,1.142857143,14.57142857,1.761261144,3.428571429,91.28571429,11.42321303,21.71428571,0.816646017,0.916244639,-0.177142857,11.51493314,2.509550247,2.684056286,12.03595646,6.17935943,1,1,30
mp-1104726,Cd2SnO4,Cd,-1.609490984,0.097345871,0.245463674,14,Materials_Project,0.142857143,0.571428571,0.285714286,0.955699891,25.42857143,20.13424335,13.71428571,58.21851429,48.78917518,32.11742857,2.728571429,0.825701928,0.482857143,0.992857143,0.45468087,0.442857143,3.285714286,1.484614978,1.428571429,14.57142857,1.761261144,3.428571429,91,11.80798761,21.42857143,0.788074588,0.961061451,-0.205714286,11.40053971,2.610699837,2.569662857,14.51146677,6.661912189,1,1,30
mp-1142992,Si2SnO6,Si,-2.815525599,0.068855965,3.031271032,18,Materials_Project,0.111111111,0.666666667,0.222222222,0.848685558,14,12.9614814,3.111111111,30.09748889,31.71541859,6.241222222,2.933333333,0.716720928,0.422222222,0.805555556,0.305908887,0.244444444,2.555555556,0.955813919,0.666666667,15.33333333,0.942809042,3.111111111,95.44444444,7.875575621,18.88888889,1.406421182,0.108095056,0.308782507,11.70617867,2.712724468,1.811484444,12.15247896,4.112581169,1.230969533,1.230969533,11.05096593
mp-1147658,Cu6SnO8,Cu,-1.161771516,0.013960839,0,15,Materials_Project,0.066666667,0.533333333,0.4,0.882310925,19.2,12.98306589,11.6,41.86541333,30.63525496,25.4184,2.725333333,0.76414542,0.76,0.956666667,0.382041301,0.54,3,1.095445115,1.6,13.86666667,2.39072281,4.4,88.2,13.93413076,28.8,1.347711869,0.124785837,0.4943136,10.8431092,2.967950337,3.090552,12.77896602,5.440123579,1.000006627,1.01102056,29.75287368
mp-11651,Yb3SnO,Yb,-1.545781029,0.189159094,0,5,Materials_Project,0.2,0.2,0.6,0.950270539,53.6,24.07986711,42,130.76588,61.11954326,103.824,1.74,0.912929351,0.66,1.46,0.445421149,1.05,5,1.549193338,3.6,7.8,5.9126982,1.8,47,37.18064012,10.2,0.502636636,0.649543429,-0.012,7.9448906,2.867810045,3.752496,20.12057643,10.7920294,1,1,0
mp-1173146,Ta4SnO12,Ta,-3.014640468,0.113261288,2.8111,17,Materials_Project,0.058823529,0.705882353,0.235294118,0.752974683,25.76470588,27.96958308,17.17647059,60.85260706,70.78579886,42.57597176,2.896470588,0.847924394,0.352941177,0.85,0.387298335,0.341176471,3.117647059,1.744987879,1.411764706,13.29411765,4.624292708,1.176470588,88.41176471,20.62853199,12.23529412,1.174168404,0.475894999,0.077378642,11.82110953,2.784173401,1.776369647,14.57061832,6.935061309,1.104363765,1.825715641,7.349713357
mp-1176491,MgSnO3,Mg,-2.492748274,0.003594649,3.5237,10,Materials_Project,0.2,0.6,0.2,0.950270539,17.2,16.47300823,2.4,38.20264,40.38200345,4.861,2.718,0.907841396,0.262,0.95,0.428952212,0.3,2.8,1.166190379,0.6,12.8,5.455272679,0.4,91.8,11.70299107,14.6,1.015081827,0.730164086,-0.084,11.1688638,3.00115743,1.5292472,11.31178777,5.608041581,1.000000012,1.000000012,33.83418759
mp-1178212,FeSnO3,Fe,-1.858812262,0,0.862,20,Materials_Project,0.2,0.6,0.2,0.950270539,20,16.5408585,5.2,44.51064,40.18130202,11.169,2.822,0.758007916,0.366,0.93,0.404474968,0.28,3,1.264911064,0.8,14,3.098386677,1.6,89.4,15.81897595,12.2,1.129729097,0.506615387,0.03064727,11.22011022,2.942177183,1.58049362,11.7981336,6.264690592,1.025270252,1.702136608,12.49885401
mp-1178214,FeSnO3,Fe,-1.823627728,0.035184535,0.989703831,20,Materials_Project,0.2,0.6,0.2,0.950270539,20,16.5408585,5.2,44.51064,40.18130202,11.169,2.822,0.758007916,0.366,0.93,0.404474968,0.28,3,1.264911064,0.8,14,3.098386677,1.6,89.4,15.81897595,12.2,1.129729097,0.506615387,0.03064727,11.22011022,2.942177183,1.58049362,11.68757601,6.323950878,1.004067792,1.446634365,0.001342053
mp-1178513,BaSnO3,Ba,-2.586822249,0.000646023,0.6651,10,Materials_Project,0.2,0.6,0.2,0.950270539,26,22.1269067,11.2,60.80704,55.19280906,27.4654,2.634,1.043524796,0.178,1.08,0.628171951,0.43,3.4,1.743559577,1.2,12.8,5.455272679,0.4,80,33.72832637,2.8,1.128007027,0.509935477,0.0289252,10.68194952,3.658650508,1.04233292,14.71016995,6.864126369,1,1,19.99379783
mp-1179348,SnPO4,P,-2.183584996,0.224920699,0,24,Materials_Project,0.166666667,0.666666667,0.166666667,0.867563229,16.16666667,15.34510418,2.5,35.61356033,37.56196471,5.162293667,2.985,0.646883555,0.365,0.808333333,0.321994651,0.166666667,2.666666667,1.105541597,0.5,15.5,0.763762616,2.5,96.16666667,7.127801593,15,1.283855204,0.271975712,0.124434852,12.05047067,2.395354638,1.747781,14.49291611,4.080456121,1.162763909,3.546595289,0.260632847
mp-1179370,SnAsO4,As,-1.605439034,0.241398372,0,24,Materials_Project,0.166666667,0.666666667,0.166666667,0.867563229,19.16666667,16.53699556,5.5,42.9382,40.13954686,12.48693333,2.983333333,0.648939306,0.363333333,0.833333333,0.341158158,0.191666667,2.833333333,1.213351648,0.666666667,15.5,0.763762616,2.5,96,7.280109889,14.83333333,1.293501403,0.253123031,0.13408105,11.93411467,2.483813377,1.631425,15.6389811,4.559156257,1.133781055,3.386679632,0.885104055
mp-1179534,Sn3(HO2)2,H,-1.500435219,0.012700713,2.5989,36,Materials_Project,0.333333333,0.444444444,0.222222222,1.060856947,20.44444444,21.0718934,0.222222222,46.90483111,51.1007488,0.223986667,2.671111111,0.693276351,0.488888889,0.805555556,0.475186773,0.055555556,2.777777778,1.617802198,0.222222222,12,5.944184833,0.222222222,95.44444444,8.833158629,22.88888889,1.187672544,0.277294681,0.167598931,11.52231591,2.954583149,3.021874355,15.84505748,4.915558341,1,1.146583734,0.044521654
mp-1181816,MnSnO3,Mn,-1.929803401,0.154089912,0.1836,10,Materials_Project,0.2,0.6,0.2,0.950270539,19.8,16.47300823,5,44.329249,40.13174231,10.987609,2.766,0.83559799,0.31,0.93,0.404474968,0.28,3,1.264911064,0.8,13.8,3.487119155,1.4,89.2,16.17899873,12,0.995081827,0.769508197,-0.104,11.1264242,3.051745112,1.4868076,17.76858454,4.142730087,1.15670163,2.205276238,51.31976594
mp-1182642,CdSnO3,Cd,-1.75813686,0.079610972,0.7079,10,Materials_Project,0.2,0.6,0.2,0.950270539,24.4,20.0957707,9.6,55.82384,48.8154358,22.4822,2.794,0.795778864,0.338,0.96,0.442040722,0.31,3.2,1.469693846,1,14.8,1.6,2.4,92.2,11.070682,15,0.955081827,0.848380464,-0.144,11.4383806,2.720053013,1.798764,15.58133142,5.949277673,1.99221791,2.522556082,15.72215327
mp-1186893,RbSnO3,Rb,-1.649811395,0.185850815,0,5,Materials_Project,0.2,0.6,0.2,0.950270539,22.2,17.87064632,7.4,50.4352,43.46539852,17.09356,2.62,1.06703327,0.164,1.12,0.697567201,0.47,3.2,1.469693846,1,12.6,5.851495535,0.2,79,35.68753284,1.8,1.196265069,0.380030926,0.097183242,10.47504222,3.977518049,0.83542562,14.82390896,5.649631292,1,1,0
mp-1191975,Sn2Pb2O7,Pb,-1.732623209,0.05454012,0,22,Materials_Project,0.181818182,0.636363636,0.181818182,0.907535294,29.09090909,29.52180872,14.90909091,69.4378,75.55972054,37.67272727,2.969090909,0.632864405,0.423636364,0.972727273,0.504238236,0.327272727,3.272727273,1.710444338,1.090909091,15.27272727,0.962091386,2.545454545,94.27272727,8.904451482,14.90909091,1.19685215,0.417225956,0.0648584,11.34978007,3.00072588,1.348487255,14.12933669,8.160622264,1,1,30
mp-1194203,Sr2SnO4,Sr,-2.78460811,0.000666932,2.682,28,Materials_Project,0.142857143,0.571428571,0.285714286,0.955699891,22.57142857,17.22835821,10.85714286,51.13537143,41.6905824,25.03428571,2.517142857,1.110272995,0.271428571,1.121428571,0.625560973,0.571428571,3.285714286,1.484614978,1.428571429,11.71428571,6.180945044,0.571428571,73.85714286,37.71861447,4.285714286,1.008664874,0.616405783,0.014876,10.45798184,3.684255313,1.627104986,14.92005311,5.691151452,1.01184247,2.188762566,0
mp-1198177,Sn2PO5,P,-2.135834962,0.125125857,0.2553,32,Materials_Project,0.25,0.625,0.125,0.900256051,19.375,17.82510519,1.875,43.54884525,43.6626138,3.87172025,2.91375,0.682622471,0.27375,0.8625,0.362930779,0.125,2.875,1.268611446,0.375,15.375,0.856956825,1.875,95.125,7.849163968,11.25,1.284539301,0.251185039,0.093326139,11.65809963,2.688021145,1.31083575,15.9747903,4.526792369,1.159059241,1.630908691,7.980045596
mp-1198288,Sn2Bi2O7,Bi,-1.936504771,0,2.667,132,Materials_Project,0.181818182,0.636363636,0.181818182,0.907535294,29.27272727,29.84837717,15.09090909,69.76150909,76.15072334,37.99643636,2.912727273,0.697750814,0.367272727,0.936363636,0.447259793,0.290909091,3.272727273,1.710444338,1.090909091,15.45454545,0.78202957,2.727272727,95.18181818,7.790649195,15.81818182,1.303332319,0.214904737,0.171338569,11.32593209,3.032244725,1.324639273,14.39530061,8.047189449,1,4.900020246,10.00000242
mp-1198561,Sn15Ru3O14,Ru,-1.502136468,0,1.8146,32,Materials_Project,0.46875,0.4375,0.09375,0.938754887,31.0625,20.40823593,4.125,72.1203625,49.73901682,9.4753125,2.63,0.717495645,0.20625,1.0640625,0.411406576,0.121875,3.6875,1.488235112,0.46875,14.3125,2.242173889,0.75,88.90625,12.17415134,5.8125,1.258607835,0.179537197,0.098088,10.0904075,3.111096118,0.690046875,17.09959561,7.00359717,1.007954877,1.825881693,20.54360392
mp-1216649,TiSnO4,Ti,-2.767403298,0.04036543,1.5783,6,Materials_Project,0.166666667,0.666666667,0.166666667,0.867563229,17.33333333,15.47758235,3.666666667,38.4291,37.74136243,7.977833333,2.876666667,0.805846691,0.256666667,0.875,0.389176481,0.233333333,2.833333333,1.213351648,0.666666667,13.66666667,4.384315479,0.666666667,89.66666667,18.49924923,8.5,1.172011186,0.506647544,0.012590833,11.44070967,3.082829225,1.13802,11.64981855,5.477597918,1.530195446,1.530195446,0.065315164
mp-1218921,SnSbO4,Sb,-1.881713074,0.091531251,0,6,Materials_Project,0.166666667,0.666666667,0.166666667,0.867563229,22.16666667,20.03677175,8.5,50.7446,49.14502065,20.29333333,2.961666667,0.67696422,0.341666667,0.883333333,0.400693843,0.241666667,3,1.414213562,0.833333333,15.5,0.763762616,2.5,95.83333333,7.447967657,14.66666667,1.333987218,0.18074962,0.174566865,11.73742117,2.684549833,1.4347315,13.30023795,6.335479937,1.470810521,1.470810521,0.050514192
mp-1221361,Mn5SnO8,Mn,-1.972234965,0.088222126,0,28,Materials_Project,0.071428571,0.571428571,0.357142857,0.876005766,17.07142857,12.12119917,8.928571429,37.24253036,29.04770645,19.62073036,2.659285714,0.907023896,0.553571429,0.946428571,0.400207217,0.5,2.928571429,1.09962888,1.428571429,12.64285714,4.236021429,2.5,85.07142857,19.2296805,21.42857143,0.728641002,0.934828528,-0.185714286,10.96132486,3.067806518,2.655013571,12.38079563,4.995048656,1.000015555,1.521618508,0.005968073
mp-1222532,Li7(SnO3)4,Li,-2.118922594,0.050716446,0,23,Materials_Project,0.173913044,0.52173913,0.304347826,1.005692986,13.7826087,16.76164494,0.913043478,31.1052087,40.39155432,2.112478261,2.433913043,1.100236098,0.29826087,1.006521739,0.424598109,0.441304348,2.52173913,1.137104072,0.608695652,11.08695652,6.710880481,0.304347826,70.7826087,39.42075874,3.652173913,1.143825265,0.369910365,0.188101937,10.02323204,3.810423753,1.640956738,10.88140137,4.746761235,1,1.885232303,13.48524491
mp-1222981,Li2SnO4,Li,-1.829857293,0.083317755,2.2753,7,Materials_Project,0.142857143,0.571428571,0.285714286,0.955699891,12.57142857,15.43518377,0.857142857,28.08422857,37.20843799,1.983142857,2.525714286,1.098191463,0.28,0.964285714,0.42064091,0.414285714,2.428571429,1.049781318,0.571428571,11.42857143,6.63017222,0.285714286,73,39.05673529,3.428571429,1.170374365,0.368712291,0.176585491,10.37136686,3.797052381,1.540489999,11.11345198,4.196262221,1.59932206,2.010557875,17.77246549
mp-12231,SnTe3O8,Te,-1.651832558,0,2.9251,48,Materials_Project,0.083333333,0.666666667,0.25,0.823959217,22.5,20.5121915,13,52.45876667,51.60920792,31.9,2.981666667,0.64912548,0.525,0.870833333,0.383220092,0.35,3,1.414213562,1.25,15.83333333,0.552770798,4,97.25,5.760859311,23,1.559466761,0.255819494,0.492718925,11.9431485,2.405009961,2.252452,14.72107577,5.917355008,1.000006592,1.000011865,19.47115763
mp-1223964,In4(SnO4)3,In,-2.008108151,0.039681951,1.6233,19,Materials_Project,0.157894737,0.631578947,0.210526316,0.90970771,23.26315789,19.98642198,10.31578947,53.02077895,48.48645899,24.17221053,2.856842105,0.765444849,0.374736842,0.934210526,0.438614035,0.32631579,3.105263158,1.447129167,1.052631579,15.05263158,1.276247963,2.736842105,93.52631579,9.858837452,16.63157895,1.179224755,0.429017316,0.080826526,10.97862299,3.487353208,1.218180147,12.71185717,6.92605916,1.012948296,1.015130021,9.605393991
mp-1226511,CeSnO4,Ce,-2.828796127,0.188532973,1.6881,6,Materials_Project,0.166666667,0.666666667,0.166666667,0.867563229,23.33333333,21.80723631,9.666666667,53.80393333,53.81960811,23.35266667,2.806666667,0.927912831,0.186666667,0.95,0.508265023,0.308333333,3.166666667,1.67497927,1,13.5,4.752192476,0.5,86.5,25.24381112,5.333333333,1.259447064,0.321210103,0.100026712,11.22578967,3.423078236,0.9231,12.62350247,7.077555017,1.000000051,1.000000051,57.19664011
mp-1226805,Ce3SnO8,Ce,-3.351276054,0.120976595,1.083548075,12,Materials_Project,0.083333333,0.666666667,0.25,0.823959217,24,22.71563338,14.5,55.58776667,56.24158695,35.029,2.736666667,1.016590161,0.28,0.983333333,0.55126118,0.4625,3.25,1.785357107,1.5,12.58333333,5.559651268,0.75,82.25,29.42256787,8,1.216787903,0.368466716,0.150040068,11.0753465,3.624145603,1.38465,13.12407828,7.033305973,1,2.837707316,0
mp-1226854,Ce4SnO10,Ce,-3.489698109,0.073539249,1.826024169,15,Materials_Project,0.066666667,0.666666667,0.266666667,0.803314976,24.13333333,22.89065797,15.46666667,55.94453333,56.70683896,37.36426667,2.722666667,1.032843755,0.298666667,0.99,0.559225655,0.493333333,3.266666667,1.806162291,1.6,12.4,5.689756878,0.8,81.4,30.11710477,8.533333333,1.208256071,0.376628897,0.160042739,11.04525787,3.662293372,1.47696,13.22955056,7.022013543,1,1.000000017,76.06152902
mp-1226901,Ce4SnO10,Ce,-3.466129004,0.097108355,1.555851139,15,Materials_Project,0.066666667,0.666666667,0.266666667,0.803314976,24.13333333,22.89065797,15.46666667,55.94453333,56.70683896,37.36426667,2.722666667,1.032843755,0.298666667,0.99,0.559225655,0.493333333,3.266666667,1.806162291,1.6,12.4,5.689756878,0.8,81.4,30.11710477,8.533333333,1.208256071,0.376628897,0.160042739,11.04525787,3.662293372,1.47696,13.22707486,7.023327842,1,1,59.77483263
mp-1226979,Ce3SnO8,Ce,-3.374398032,0.097854617,1.57042301,12,Materials_Project,0.083333333,0.666666667,0.25,0.823959217,24,22.71563338,14.5,55.58776667,56.24158695,35.029,2.736666667,1.016590161,0.28,0.983333333,0.55126118,0.4625,3.25,1.785357107,1.5,12.58333333,5.559651268,0.75,82.25,29.42256787,8,1.216787903,0.368466716,0.150040068,11.0753465,3.624145603,1.38465,13.1169861,7.037108788,1.000000014,1.000000014,72.75736894
mp-12866,SrSnO3,Sr,-2.633699614,0.003659024,1.6169,10,Materials_Project,0.2,0.6,0.2,0.950270539,22.4,18.03995565,7.6,50.86564,43.81941177,17.524,2.646,1.023554591,0.19,1.05,0.577927331,0.4,3.2,1.469693846,1,12.8,5.455272679,0.4,80.2,33.33706646,3,1.109495027,0.545723067,0.0104132,10.77859009,3.516500851,1.13897349,13.33277058,6.33509606,1.000000052,1.000000055,19.97553493
mp-12867,SrSnO3,Sr,-2.630651681,0.006706957,1.5614,10,Materials_Project,0.2,0.6,0.2,0.950270539,22.4,18.03995565,7.6,50.86564,43.81941177,17.524,2.646,1.023554591,0.19,1.05,0.577927331,0.4,3.2,1.469693846,1,12.8,5.455272679,0.4,80.2,33.33706646,3,1.109495027,0.545723067,0.0104132,10.77859009,3.516500851,1.13897349,13.29109082,6.354962396,1.000000479,1.000000532,21.14054531
mp-1287612,Mn5SnO8,Mn,-1.98369253,0.076764561,0.4236,28,Materials_Project,0.071428571,0.571428571,0.357142857,0.876005766,17.07142857,12.12119917,8.928571429,37.24253036,29.04770645,19.62073036,2.659285714,0.907023896,0.553571429,0.946428571,0.400207217,0.5,2.928571429,1.09962888,1.428571429,12.64285714,4.236021429,2.5,85.07142857,19.2296805,21.42857143,0.728641002,0.934828528,-0.185714286,10.96132486,3.067806518,2.655013571,12.37173047,4.998708689,1.02133169,1.731174928,15.7266738
mp-1297694,Mn5SnO8,Mn,-1.985843447,0.074613644,0.4344,28,Materials_Project,0.071428571,0.571428571,0.357142857,0.876005766,17.07142857,12.12119917,8.928571429,37.24253036,29.04770645,19.62073036,2.659285714,0.907023896,0.553571429,0.946428571,0.400207217,0.5,2.928571429,1.09962888,1.428571429,12.64285714,4.236021429,2.5,85.07142857,19.2296805,21.42857143,0.728641002,0.934828528,-0.185714286,10.96132486,3.067806518,2.655013571,12.37752871,4.996367049,1.029440912,1.726706871,15.23115966
mp-13252,SnB4O7,B,-2.614625812,0,3.572,24,Materials_Project,0.083333333,0.583333333,0.333333333,0.887694276,10.5,11.98957881,1.666666667,22.82915,29.00775688,3.603666667,2.85,0.69840294,0.68,0.754166667,0.239320508,0.283333333,2.25,0.829156198,0.666666667,14.83333333,1.404358296,4.333333333,94.5,7.729812417,28.66666667,1.038229504,0.544563467,0.093241083,11.32186492,2.728034403,2.766006333,8.55158571,4.4329434,1.05103232,2.56878342,0
mp-13334,ZnSnO3,Zn,-1.939425193,0.041423655,1.081,10,Materials_Project,0.2,0.6,0.2,0.950270539,20.8,16.90443729,6,46.42344,40.89661325,13.0818,2.786,0.806959726,0.33,0.92,0.393192065,0.27,3,1.264911064,0.8,14.8,1.6,2.4,92.4,10.76289924,15.2,0.975081827,0.808916645,-0.124,11.518456,2.651949913,1.8788394,11.75700788,6.556764827,1.000000039,1.000000039,33.57190594
mp-1337169,ZnSnO3,Zn,-1.898006614,0.082842234,1.106317859,20,Materials_Project,0.2,0.6,0.2,0.950270539,20.8,16.90443729,6,46.42344,40.89661325,13.0818,2.786,0.806959726,0.33,0.92,0.393192065,0.27,3,1.264911064,0.8,14.8,1.6,2.4,92.4,10.76289924,15.2,0.975081827,0.808916645,-0.124,11.518456,2.651949913,1.8788394,11.55153098,6.673395577,1.005054523,1.475724316,0
mp-1340379,AlSnO3,Al,-2.436627378,0.235436242,0,20,Materials_Project,0.2,0.6,0.2,0.950270539,17.4,16.41462762,2.6,38.73794772,40.21160767,5.39630772,2.778,0.818300678,0.322,0.9,0.372827038,0.25,2.8,1.166190379,0.6,15,1.264911064,2.6,93.2,9.6,16,1.185648827,0.399945989,0.086567,10.8367704,3.433332624,1.1971538,12.7949852,5.027428681,1.019344461,1.955538831,8.421354303
mp-1343054,YSnO3,Y,-2.773369187,0.200435937,1.950264569,20,Materials_Project,0.2,0.6,0.2,0.950270539,22.6,18.21647606,7.8,51.12281,44.03759338,17.78117,2.7,0.936034187,0.244,1.01,0.514198405,0.36,3.2,1.469693846,1,13,5.059644256,0.6,82.2,29.43739119,5,1.161340267,0.44600455,0.06225844,10.8830686,3.368554844,1.243452,14.44310609,5.877643126,1.047758109,1.81305138,11.03436417
mp-1344354,Ca(SnO2)2,Ca,-2.199387635,0.190923799,1.4524,28,Materials_Project,0.285714286,0.571428571,0.142857143,0.955699891,21.71428571,18.34365819,2.857142857,48.78508571,44.96729823,5.725428571,2.668571429,0.938744276,0.142857143,1.014285714,0.490418397,0.257142857,3.142857143,1.355261854,0.571428571,13.42857143,4.746642207,0.285714286,83.71428571,28.73879551,2.285714286,1.156163331,0.486446595,0.003507286,10.75331592,3.329650289,0.873307924,14.37433247,5.635708013,3.35450472,3.537716456,0
mp-1350206,Ca(SnO2)2,Ca,-2.28742312,0.102888314,1.6843,42,Materials_Project,0.285714286,0.571428571,0.142857143,0.955699891,21.71428571,18.34365819,2.857142857,48.78508571,44.96729823,5.725428571,2.668571429,0.938744276,0.142857143,1.014285714,0.490418397,0.257142857,3.142857143,1.355261854,0.571428571,13.42857143,4.746642207,0.285714286,83.71428571,28.73879551,2.285714286,1.156163331,0.486446595,0.003507286,10.75331592,3.329650289,0.873307924,15.97872975,5.069836087,1,2.639203602,14.00258679
mp-1354740,Mg(SnO2)2,Mg,-2.125700374,0.123892449,1.3402,42,Materials_Project,0.285714286,0.571428571,0.142857143,0.955699891,20.57142857,18.66132091,1.714285714,46.5318,45.73577148,3.472142857,2.712857143,0.863261495,0.187142857,0.971428571,0.429166254,0.214285714,3,1.309307341,0.428571429,13.42857143,4.746642207,0.285714286,91.85714286,10.99907232,10.42857143,1.092656045,0.636050782,-0.06,10.97232743,3.056447323,1.092319429,14.38187231,5.372587802,1,2.669580355,10.8223787
mp-13554,SnHgO3,Hg,-1.453517255,0.064994942,0,10,Materials_Project,0.2,0.6,0.2,0.950270539,30.8,29.49169375,16,73.45964,74.98634683,40.118,2.856,0.715362845,0.4,0.95,0.428952212,0.3,3.4,1.743559577,1.2,14.8,1.6,2.4,92,11.38419958,14.8,0.995081827,0.769508197,-0.104,11.7271174,2.514059455,2.0875008,13.23297252,9.218080204,1.000000019,1.000000019,31.06907653
mp-1357964,Zn(SnO2)2,Zn,-1.747335608,0.134047162,1.0097,42,Materials_Project,0.285714286,0.571428571,0.142857143,0.955699891,23.14285714,18.54283513,4.285714286,52.4038,45.13991091,9.344142857,2.761428571,0.789365542,0.235714286,0.95,0.405321742,0.192857143,3.142857143,1.355261854,0.571428571,14.85714286,1.456862718,1.714285714,92.28571429,10.29166495,10.85714286,1.064084617,0.704198867,-0.088571429,11.22203614,2.83811361,1.342028143,14.49625401,6.002830599,1,2.686432371,10.79293238
mp-1363159,Ca(SnO2)2,Ca,-2.279134528,0.111176906,1.3809,56,Materials_Project,0.285714286,0.571428571,0.142857143,0.955699891,21.71428571,18.34365819,2.857142857,48.78508571,44.96729823,5.725428571,2.668571429,0.938744276,0.142857143,1.014285714,0.490418397,0.257142857,3.142857143,1.355261854,0.571428571,13.42857143,4.746642207,0.285714286,83.71428571,28.73879551,2.285714286,1.156163331,0.486446595,0.003507286,10.75331592,3.329650289,0.873307924,16.14740102,5.016877985,1,3.666877906,18.51810326
mp-1364306,Mg(SnO2)2,Mg,-2.117192632,0.132400191,1.2085,56,Materials_Project,0.285714286,0.571428571,0.142857143,0.955699891,20.57142857,18.66132091,1.714285714,46.5318,45.73577148,3.472142857,2.712857143,0.863261495,0.187142857,0.971428571,0.429166254,0.214285714,3,1.309307341,0.428571429,13.42857143,4.746642207,0.285714286,91.85714286,10.99907232,10.42857143,1.092656045,0.636050782,-0.06,10.97232743,3.056447323,1.092319429,14.54733513,5.311479459,1,3.715095631,15.25490588
